mart,http://www.milliyet.com.tr/facebook-un-ust-duzey-yoneticisi/dunya/detay/2202561/default.htm
mart,http://www.milliyet.com.tr/istanbul-da-koca-dehseti-esini-gundem-2205008/
mart,http://www.milliyet.com.tr/deniz-polisinin-yanibasinda-gundem-2205133/
mart,http://www.milliyet.com.tr/kagithane-de-isyeri-sahibi-bogazi-gundem-2205752/
mart,http://www.milliyet.com.tr/isci-olarak-girdigi-fabrikaya/ekonomi/detay/2205696/default.htm
mart,http://www.milliyet.com.tr/mercedes-ten-bmw-ye-dogum-gunu/ekonomi/detay/2206198/default.htm
mart,http://www.milliyet.com.tr/rus-ordusuna-savasci-yunuslar/dunya/detay/2207483/default.htm
mart,http://www.milliyet.com.tr/norvec-kartali-nato-dronunu-dusurdu/dunya/detay/2207348/default.htm
mart,http://www.milliyet.com.tr/nestle-nin-ispanaginda-cam-bulundu/ekonomi/detay/2208003/default.htm
mart,http://www.milliyet.com.tr/ilk-banyosunu-camurlu-suyla-yapti-/dunya/detay/2208579/default.htm
nisan,http://www.milliyet.com.tr/sac-boyasini-begenmeyen-kadin--gundem-2219516/
nisan,http://www.milliyet.com.tr/metrobusten-indi-2-milyon-gundem-2220021/
nisan,http://www.milliyet.com.tr/swinger-fantezisi-yuva-yikti--gundem-2220024/
nisan,http://www.milliyet.com.tr/esi-evi-terk-edince-cocuklariyla-gundem-2220667/
nisan,http://www.milliyet.com.tr/istanbul-daki-esrarengiz-afislerin-gundem-2221194/
nisan,http://www.milliyet.com.tr/7-yil-sonra-40-metre-fiskirdi--gundem-2221680/
nisan,http://www.milliyet.com.tr/bomba-yuklu-oldugu-zannedilen-gundem-2223029/
nisan,http://www.milliyet.com.tr/bir-tavuga-2-bin-750-liraya-odedi-gundem-2223631/
nisan,http://www.milliyet.com.tr/torunu-dedesini-satilik-ilanina-gundem-2224223/
nisan,http://www.milliyet.com.tr/kenan-imirzalioglu-ndan-aciklama--gundem-2225359/
mayıs,http://www.milliyet.com.tr/mendille-uyusturup-kacirdi/dunya/detay/2237250/default.htm
mayıs,http://www.milliyet.com.tr/mecidiyekoy-de-polisten-eylemcinin-gundem-2237300/
mayıs,http://www.milliyet.com.tr/okyanusta-uzayli-denizanasi/dunya/detay/2238036/default.htm
mayıs,http://www.milliyet.com.tr/kaza-yapan-kamyonu-tasiyan-tir-ust-gundem-2238817/
mayıs,http://www.milliyet.com.tr/26-yillik-yasak-ask-cinayeti-gundem-2239730/
mayıs,http://www.milliyet.com.tr/haberturk-e-gelin-verdik--gundem-2241118/
mayıs,http://www.milliyet.com.tr/hava-kompresorune-saclarini-gundem-2241688/
mayıs,http://www.milliyet.com.tr/polis-memuruna-saldiran-terorist-gundem-2243623/
mayıs,http://www.milliyet.com.tr/derede-curumus-erkek-cesedi-bulundu-gundem-2244906/
mayıs,http://www.milliyet.com.tr/faturalarla-ilgili-onemli-karar/ekonomi/detay/2245394/default.htm
haziran,http://www.milliyet.com.tr/tir-hafriyat-dokumu-sirasinda-yan-gundem-2255536/
haziran,http://www.milliyet.com.tr/kizi-kacirilan-anneye-fransa-dan-gundem-2255893/
